날짜,제목,링크,분류,첨부파일
2006年4月28日,「商号変更、合併、相続又は営業譲渡に伴う通商関係承認等の効力の承継について」の一部改正について（会社法施行に伴う用語整理等）（PDF形式：15KB）,boekikanri/download/misc/2006/20060428_044_zz.pdf,その他,
2006年4月25日,輸出及び輸入関係書類に記載すべきアメリカ合衆国通貨への換算率について（5月）（PDF形式：14KB）,boekikanri/download/misc/2006/20060425_045_zz.pdf,その他,
2006年4月20日,輸入公表の一部改正について（麻薬の輸入割当品目追加）（PDF形式：12KB）,boekikanri/download/import/2006/20060420_046_im.pdf,輸入,
2006年4月19日,「国際貿易の対象となる特定の有害な化学物質及び駆除剤についての事前のかつ情報に基づく同意の手続に関するロッテルダム条約及び残留性有機汚染物質に関するストックホルム条約の締約国について」の一部改正について（PDF形式：8KB）,boekikanri/download/export/2006/20060419_047_ex.pdf,輸出,
2006年3月31日,「化学物質の輸出承認について」の一部改正について（PDF形式：7KB）,boekikanri/download/export/2006/20060331_048_ex.pdf,輸出,
2006年3月27日,輸出及び輸入関係書類に記載すべきアメリカ合衆国通貨への換算率について（4月）（PDF形式：14KB）,boekikanri/download/misc/2006/20060327_049_zz.pdf,その他,
2006年3月27日,「台湾を仕向地とする特定有害廃棄物等の輸出承認について」の制定について（PDF形式：88KB）,boekikanri/download/export/2006/20060327_050_ex.pdf,輸出,
2006年3月27日,「特定有害廃棄物等の輸出承認について」の一部改正について（PDF形式：7KB）,boekikanri/download/export/2006/20060327_051_ex.pdf,輸出,
2006年3月15日,外国為替令第六条第一項の規定により経済産業大臣が指定する外国為替及び外国貿易法第十六条第一項の許可を要する支払（経済産業省告示第34号）（PDF形式：13KB）,boekikanri/download/seisai/other/20060315_052_so.pdf,経済制裁,
2006年3月15日,「化学物質の輸出承認について」の制定について（事前審査の廃止等）（PDF形式：35KB）,boekikanri/download/export/2006/20060315_054_ex.pdf,輸出,
2006年3月14日,輸入公表の一部改正について（モントリオール議定書関係）（PDF形式：12KB）,boekikanri/download/import/2006/20060314_056_im.pdf,輸入,
2006年3月14日,「（お知らせ）オゾン層を破壊する物質に関するモントリオール議定書の締約国等について」の一部改正について（PDF形式：7KB）,boekikanri/download/export/2006/20060314_057_ex.pdf,輸出,
2006年3月10日,平成18年3月10日付け輸入発表掲載,http://www.meti.go.jp/topic/data/e21225aj.html,輸入,
2006年2月28日,「関税定率法第21条第4項の認定手続が執られた貨物の輸出承認について」の一部改正について（PDF形式：15KB）,boekikanri/download/export/2006/20060228_058_ex.pdf,輸出,
2006年2月27日,輸出及び輸入関係書類に記載すべきアメリカ合衆国通貨への換算率について（3月）（PDF形式：14KB）,boekikanri/download/misc/2006/20060227_059_zz.pdf,その他,
2006年1月25日,輸出及び輸入関係書類に記載すべきアメリカ合衆国通貨への換算率について（2月）（PDF形式：14KB）,boekikanri/download/misc/2006/20060125_060_zz.pdf,その他,
2006年1月23日,輸入公表の一部改正について（国連安保理決議に基づくコートジボワールに対する経済制裁）（PDF形式：12KB）,boekikanri/download/seisai/other/20060123_061_so.pdf,経済制裁,
2006年1月4日,輸入公表の一部改正について（モントリオール議定書関係）（PDF形式：10KB）,boekikanri/download/import/2006/20060104_062_im.pdf,輸入,
2006年1月4日,「（お知らせ）オゾン層を破壊する物質に関するモントリオール議定書の締約国等について」の一部改正について（PDF形式：7KB）,boekikanri/download/export/2006/20060104_063_ex.pdf,輸出,
2005年12月26日,輸出及び輸入関係書類に記載すべきアメリカ合衆国通貨への換算率について（１月）（PDF形式：10KB）,boekikanri/download/misc/2005/20051226_001_zz.pdf,その他,
2005年12月26日,財務大臣が日本銀行本店において公示している平成１8年１月１日から平成１8年6月30日までの間に適用される基準外国為替相場及び裁定外国為替相場について（PDF形式：14KB）,boekikanri/download/misc/2005/20051226_002_zz.pdf,その他,
2005年12月15日,「輸出貿易管理令別表第2の2１の2の項に基づき、経済産業大臣が告示で定める放射性同位元素を定める件」の制定について（経済産業告示第334号）（PDF形式：7KB）,boekikanri/download/export/2005/20051215_003_ex.pdf,輸出,
2005年12月9日,輸入公表の一部改正について（ＣＣＢＳＴ条約（みなみまぐろ）関係）（PDF形式：19KB）,boekikanri/download/import/2005/20051209_007_im.pdf,輸入,
2005年11月25日,外国為替令第六条第一項の規定に基づき、外国為替令第六条第一項の規定により経済産業大臣が指定する外国為替及び外国貿易法第十六条第一項の許可を要する支払の一部改正について（PDF形式：9KB）,boekikanri/download/seisai/other/20051125_008_so.pdf,経済制裁,
2005年11月25日,外国為替令第十五条第一項の規定に基づき、外国為替令第十五条第一項の規定により経済産業大臣が指定する外国為替及び外国貿易法第二十四条第一項の許可を要する特定資本取引の一部改正について（PDF形式：7KB）,boekikanri/download/seisai/other/20051125_009_so.pdf,経済制裁,
2005年11月25日,輸出及び輸入関係書類に記載すべきアメリカ合衆国通貨への換算率について（１2月）（PDF形式：14KB）,boekikanri/download/misc/2005/20051125_010_zz.pdf,その他,
2005年10月25日,輸出及び輸入関係書類に記載すべきアメリカ合衆国通貨への換算率について（１１月）（PDF形式：14KB）,boekikanri/download/misc/2005/20051025_011_zz.pdf,その他,
2005年10月14日,輸入公表の一部改正について（化学兵器禁止条約及びモントリオール議定書関係）（PDF形式：42KB）,boekikanri/download/import/2005/20051014_012_im.pdf,輸入,
2005年10月14日,「（お知らせ）オゾン層を破壊する物質に関するモントリオール議定書の締約国等について」の一部改正について（PDF形式：7KB）,boekikanri/download/export/2005/20051014_013_ex.pdf,輸出,
2005年9月27日,輸入公表の一部改正について（労働安全衛生法関係）（PDF形式：11KB）,boekikanri/download/import/2005/20050927_014_im.pdf,輸入,
2005年9月26日,「（お知らせ）オゾン層を破壊する物質に関するモントリオール議定書の締約国等について」の一部改正について（PDF形式：7KB）,boekikanri/download/export/2005/20050926_015_ex.pdf,輸出,
2005年9月26日,輸出及び輸入関係書類に記載すべきアメリカ合衆国通貨への換算率について（１0月）（PDF形式：14KB）,boekikanri/download/misc/2005/20050926_016_zz.pdf,その他,
2005年9月14日,輸入公表の一部改正について（モントリオール議定書関係等）（PDF形式：11KB）,boekikanri/download/import/2005/20050914_017_im.pdf,輸入,
2005年8月29日,輸入公表の一部改正について（感染症法施行令改正に伴う一部改正）（PDF形式：8KB）,boekikanri/download/import/2005/20050829_018_im.pdf,輸入,
2005年8月25日,輸出及び輸入関係書類に記載すべきアメリカ合衆国通貨への換算率について（9月）（PDF形式：10KB）,boekikanri/download/misc/2005/20050825_019_zz.pdf,その他,
2005年7月25日,輸入公表の一部改正について（見直しによる一部改正）（PDF形式：105KB）,boekikanri/download/import/2005/20050725_020_im.pdf,輸入,
2005年6月30日,「輸出貿易管理令の運用について」の一部改正について（PDF形式：7KB）,boekikanri/download/export/2005/20050630_022_ex.pdf,輸出,
2005年6月30日,輸出貿易管理規則の一部改正について（PDF形式：7KB）,boekikanri/download/export/2005/20050630_023_ex.pdf,輸出,
2005年6月27日,輸出及び輸入関係書類に記載すべきアメリカ合衆国通貨への換算率について（7月）（PDF形式：14KB）,boekikanri/download/misc/2005/20050627_024_zz.pdf,その他,
2005年6月27日,財務大臣が日本銀行本店において公示している平成１7年7月１日から平成１7年１2月3１日までの間に適用される基準外国為替相場及び裁定外国為替相場について（PDF形式：14KB）,boekikanri/download/misc/2005/20050627_025_zz.pdf,その他,
2005年6月17日,輸入公表の一部改正について（モントリオール議定書関係）（PDF形式：10KB）,boekikanri/download/import/2005/20050617_026_im.pdf,輸入,
2005年6月1日,輸入公表の一部改正について（放射線障害防止法改正関係）（PDF形式：10KB）,boekikanri/download/import/2005/20050601_027_im.pdf,輸入,
2005年5月25日,輸出及び輸入関係書類に記載すべきアメリカ合衆国通貨への換算率について（6月）（PDF形式：9KB）,boekikanri/download/misc/2005/20050525_029_zz.pdf,その他,
2005年5月25日,「電子情報処理組織を使用して行う特定手続等の運用について」の一部改正について（PDF形式：30KB）,boekikanri/download/exim/2005/20050525_030_ei.pdf,輸出入,
2005年5月25日,「電子情報処理組織を使用して行う特定手続等に係る申請項目について」の一部改正について（PDF形式：14KB）,boekikanri/download/exim/2005/20050525_031_ei.pdf,輸出入,
